region_id,region_name,country_iso_alpha_3,pipeline_status,pop_size,avg_age,num_households,avg_household_size,avg_household_income,num_residence_loc,num_activity_loc,avg_num_activity,avg_travel_distance
160020705,Linn,USA,9,209614,38.5,88789,2.4,78712,106358,8236,4.9,27.4
160020716,Louisa,USA,9,10580,39.1,4281,2.5,68558,8698,362,4.4,53.9
160020721,Lucas,USA,9,8494,41.9,3703,2.3,64093,7809,357,4.6,45.9
160020724,Lyon,USA,9,11828,37.6,4483,2.6,71978,11912,611,4.5,55.8
160020729,Madison,USA,9,16101,39.4,6348,2.5,75314,11607,541,4.2,65.5
160020732,Mahaska,USA,9,21299,39.8,8939,2.4,60265,17075,1044,4.6,41.2
160020739,Marion,USA,9,31404,39.7,13062,2.4,69442,20051,1515,4.9,47.2
160020743,Marshall,USA,9,37559,38.9,15364,2.4,65045,21592,1523,4.7,33.7
160020773,Mills,USA,9,14118,39.9,5576,2.5,80490,10864,554,4.5,42.5
160020780,Mitchell,USA,9,10059,41.9,4295,2.3,67316,11263,543,4.7,42.5
160020782,Monona,USA,9,8099,45.1,3909,2.1,59323,9490,552,4.5,63.8
160020783,Monroe,USA,9,7971,39.9,3292,2.4,59208,7090,337,4.6,47.0
160020788,Montgomery,USA,9,10898,40,4610,2.4,55193,8902,623,4.8,36.1
160020801,Muscatine,USA,9,39066,39.6,16225,2.4,67134,22305,1462,4.7,39.1
160020822,O'Brien,USA,9,14330,40.1,6089,2.4,68141,13576,862,4.7,51.2
160020834,Osceola,USA,9,6187,40.8,2609,2.4,61540,7680,293,4.5,49.1
160020840,Page,USA,9,14494,41.5,6380,2.3,58595,11795,853,4.8,41.9
160020841,Palo Alto,USA,9,8491,42,3812,2.2,63996,8991,540,4.7,53.1
160020868,Plymouth,USA,9,24881,39.8,10063,2.5,74967,19163,1147,4.6,53.0
160020869,Pocahontas,USA,9,6966,42.4,3183,2.2,60985,8950,379,4.7,57.8
160020875,Polk,USA,9,442696,36.5,180508,2.5,82400,211325,17682,5.0,26.3
160020880,Pottawattamie,USA,9,87344,40,36770,2.4,70413,48945,3616,4.8,34.3
160020883,Poweshiek,USA,9,17606,41.2,7545,2.3,65252,14849,918,5.0,45.9
160020910,Ringgold,USA,9,4835,41.6,2059,2.3,64204,5940,268,4.5,45.6
160020925,Sac,USA,9,9943,42.1,4367,2.3,65454,11451,606,4.5,56.9
160020943,Scott,USA,9,157977,38.9,66893,2.4,75518,82680,6876,4.8,23.3
160020960,Shelby,USA,9,11567,42.2,5051,2.3,70127,12133,826,4.9,57.2
160020968,Sioux,USA,9,32279,36.7,12034,2.7,76326,23025,1752,4.9,42.4
160020993,Story,USA,9,86262,34.8,36875,2.3,69458,33516,3311,4.8,35.0
160020999,Tama,USA,9,16885,39.6,6664,2.5,66984,15621,675,4.4,59.1
160021002,Taylor,USA,9,6540,39.7,2684,2.4,61825,6568,317,4.4,57.2
160021024,Union,USA,9,12260,40.8,5288,2.3,59530,9831,667,5.0,32.3
160021032,Van Buren,USA,9,6925,41.7,2876,2.4,64301,7394,355,4.4,72.9
160021043,Wapello,USA,9,34424,39.2,14427,2.4,55318,20938,1571,4.8,28.5
160021046,Warren,USA,9,46313,39.3,18528,2.5,83008,25838,1279,4.1,44.3
160021049,Washington,USA,9,21731,40.1,8632,2.5,70996,17936,1080,4.5,53.6
160021055,Wayne,USA,9,6352,40.4,2627,2.4,56410,7294,286,4.6,59.7
160021061,Webster,USA,9,33151,41.1,15008,2.2,57489,23723,1771,4.9,30.8
160021074,Winnebago,USA,9,10736,40,4562,2.4,61024,8004,729,4.9,44.0
160021075,Winneshiek,USA,9,18706,41.8,8109,2.3,71914,18116,1080,4.9,42.7
160021078,Woodbury,USA,9,94739,37.1,38605,2.5,63925,47534,4454,4.8,29.4
160021084,Worth,USA,9,7250,41.5,3178,2.3,60888,7627,362,4.2,55.0
160021085,Wright,USA,9,12955,41.1,5561,2.3,65257,10907,659,4.8,43.2
160020219,Allen,USA,9,11916,41.9,5317,2.2,53443,10627,617,4.9,31.9
160020220,Anderson,USA,9,7264,42.6,3201,2.3,52796,7763,319,4.4,59.8
160020235,Atchison,USA,9,13504,41.3,5948,2.3,59164,10760,685,4.8,31.8
160020244,Barber,USA,9,4536,41.9,1958,2.3,68064,5070,428,4.7,56.8
160020247,Barton,USA,9,26222,40.3,11233,2.3,59872,18436,1694,4.7,34.6
160020274,Bourbon,USA,9,13492,39.4,5598,2.4,51735,11006,724,4.7,36.0
160020287,Brown,USA,9,9521,40.4,3981,2.4,60114,8692,690,4.7,49.0
160020303,Butler,USA,9,63712,37.9,24328,2.6,77996,34700,2066,4.3,51.2
160020337,Chase,USA,9,2315,44.9,1095,2.1,58019,2973,155,4.5,70.1
160020339,Chautauqua,USA,9,3263,42.7,1428,2.3,54922,4196,165,4.4,69.8
160020341,Cherokee,USA,9,19583,40.3,7968,2.5,52075,14795,840,4.6,37.7
160020345,Cheyenne,USA,9,2543,45.9,1244,2,58024,3953,187,4.8,53.0
160020353,Clark,USA,9,2122,39.8,912,2.3,61615,2301,89,4.4,95.2
160020359,Clay,USA,9,8620,40.1,3396,2.5,69069,8300,496,4.6,53.9
160020371,Cloud,USA,9,8951,40.2,3891,2.3,54910,8207,588,4.8,43.8
160020375,Coffey,USA,9,8601,40.7,3584,2.4,73142,7478,472,4.9,66.6
160020385,Comanche,USA,9,1684,42.1,724,2.3,62524,2170,122,4.7,51.0
160020396,Cowley,USA,9,33812,38.1,13626,2.5,59842,23331,1526,4.7,41.9
160020402,Crawford,USA,9,34517,37.9,14934,2.3,51454,22619,1887,4.8,30.9
160020429,Decatur,USA,9,2963,45.4,1434,2.1,57722,4151,230,4.6,41.8
160020446,Dickinson,USA,9,18400,40.2,7759,2.4,59132,15214,956,4.5,55.2
160020450,Doniphan,USA,9,7296,40.6,3060,2.4,61565,6581,255,4.6,48.1
160020454,Douglas,USA,9,100813,36.7,44646,2.3,73100,50664,4283,4.7,31.9
160020465,Edwards,USA,9,2908,41.3,1273,2.3,62856,3038,185,4.5,61.2
160020467,Elk,USA,9,2527,45.7,1158,2.2,44448,3757,120,4.5,80.0
160020469,Ellis,USA,9,25602,38.7,11566,2.2,65801,14938,1967,4.9,27.7
160020471,Ellsworth,USA,9,5532,44.1,2496,2.2,59247,5839,372,4.8,65.2
160020482,Finney,USA,9,36997,32.9,12580,2.9,66814,14863,1790,4.7,22.9
160020487,Ford,USA,9,32079,32.9,11251,2.9,64839,14478,1575,4.7,24.3
160020493,Franklin,USA,9,24150,39.9,9838,2.5,64044,16576,922,4.6,56.9
160020511,Geary,USA,9,33746,29.9,12779,2.6,56189,11424,1343,5.0,23.1
160020518,Gove,USA,9,2824,41.7,1188,2.4,68712,3456,193,4.9,62.1
160020520,Graham,USA,9,2556,44.9,1223,2.1,54432,3378,229,4.7,54.9
160020524,Grant,USA,9,7238,35.3,2624,2.8,75678,4698,458,4.6,35.8
160020526,Gray,USA,9,5815,35.9,2139,2.7,73396,4252,225,4.5,60.7
160020529,Greeley,USA,9,1161,42.5,493,2.4,66506,1461,111,4.9,26.3
160020534,Greenwood,USA,9,6527,42.2,2772,2.4,52560,7402,346,4.4,76.3
160020547,Hamilton,USA,9,2113,37.7,863,2.4,60225,2319,103,4.7,40.8
160020563,Harper,USA,9,5500,41.4,2353,2.3,58996,6109,416,4.7,43.8
160020569,Harvey,USA,9,32307,39.5,13315,2.4,67285,17340,1568,4.7,39.7
160020570,Haskell,USA,9,3519,37.4,1330,2.6,70272,3147,117,4.7,52.0
160020585,Hodgeman,USA,9,1818,43,786,2.3,66645,2737,86,4.6,67.1
160020615,Jackson,USA,9,13294,39.7,5282,2.5,64405,10232,559,4.3,70.0
160020628,Jefferson,USA,9,19015,40.2,7672,2.5,69149,13462,534,4.1,66.2
160020633,Jewell,USA,9,2726,49.2,1385,2,50857,6041,197,4.6,61.5
160020641,Johnson,USA,9,557731,37.8,223443,2.5,107157,174948,21826,4.8,27.1
160020650,Kearny,USA,9,3287,38.2,1240,2.7,72663,3051,158,4.5,44.9
160020662,Kingman,USA,9,7260,42.4,3147,2.3,71706,7813,379,4.5,72.9
160020665,Kiowa,USA,9,2206,43,1002,2.2,59943,2537,170,5.0,54.4
160020673,Labette,USA,9,19489,39.9,8074,2.4,55272,15297,961,4.8,36.4
160020682,Lane,USA,9,1874,39.4,826,2.3,62533,2235,96,4.6,54.7
160020689,Leavenworth,USA,9,69606,37.8,27081,2.6,81651,30439,1992,4.5,39.2
160020697,Lincoln,USA,9,2910,43.3,1274,2.3,60983,4636,188,4.5,65.3
160020703,Linn,USA,9,9911,41.7,4409,2.2,54910,9062,405,4.3,81.4
160020712,Logan,USA,9,2817,40,1164,2.4,67106,2863,206,4.6,54.6
160020725,Lyon,USA,9,32495,36.4,13406,2.4,58084,16696,1575,4.7,30.5
160020736,Marion,USA,9,11365,42.3,4849,2.3,60085,11099,610,4.5,60.2
160020741,Marshall,USA,9,9521,42.7,4202,2.3,64442,10476,684,4.8,51.9
160020759,Mcpherson,USA,9,28311,39.6,12030,2.4,69007,17847,1516,4.8,45.3
160020760,Meade,USA,9,4263,37.8,1671,2.6,65495,3735,213,4.6,59.8
160020767,Miami,USA,9,31485,39.6,12698,2.5,77518,20293,1160,4.2,61.2
160020778,Mitchell,USA,9,5904,42.9,2722,2.2,56352,6612,485,5.1,37.8
160020790,Montgomery,USA,9,32275,40.3,13578,2.4,53873,23014,1609,4.8,35.4
160020796,Morris,USA,9,5157,44.6,2323,2.2,62540,5898,374,4.5,63.3
160020798,Morton,USA,9,2546,40,1114,2.3,58412,2650,149,4.7,62.9
160020807,Nemaha,USA,9,9868,40,4119,2.4,67900,10736,646,4.8,56.5
160020808,Neosho,USA,9,15588,40.3,6509,2.4,55037,12426,799,4.7,39.9
160020809,Ness,USA,9,2978,45.5,1324,2.2,68897,4511,236,4.8,53.8
160020818,Norton,USA,9,4484,41.2,1905,2.4,61733,5276,328,4.7,43.5
160020831,Osage,USA,9,16115,40.9,6602,2.4,63066,11897,589,4.1,62.4
160020833,Osborne,USA,9,3661,43.1,1712,2.1,55856,5280,316,4.6,72.0
160020836,Ottawa,USA,9,5798,41.5,2436,2.4,66472,5617,297,4.2,63.7
160020847,Pawnee,USA,9,5424,44.1,2588,2.1,56464,5527,350,5.0,39.5
160020860,Phillips,USA,9,5451,41.8,2325,2.3,57624,6448,407,4.7,48.9
160020878,Pottawatomie,USA,9,22603,35.8,8482,2.7,75876,14250,1315,4.6,55.1
160020885,Pratt,USA,9,9049,40.2,3736,2.4,67114,7171,647,4.9,32.1
160020896,Rawlins,USA,9,2704,42.3,1168,2.3,59567,4414,180,4.7,47.7
160020904,Reno,USA,9,58589,40.8,24894,2.4,60088,34852,2947,4.7,32.3
160020905,Republic,USA,9,4575,45.9,2306,2,53647,7105,370,4.7,45.1
160020907,Rice,USA,9,9641,39.7,3907,2.5,59106,7748,507,4.6,51.0
160020909,Riley,USA,9,62116,32.5,26605,2.3,67618,26715,2642,4.8,29.9
160020919,Rooks,USA,9,4931,41.9,2144,2.3,61939,5520,382,4.7,46.3
160020921,Rush,USA,9,3038,44.2,1431,2.1,59595,4741,184,4.6,64.8
160020923,Russell,USA,9,6869,44,3147,2.2,57109,7108,489,4.6,54.9
160020928,Saline,USA,9,50642,40.2,22152,2.3,64257,24892,2997,4.9,21.2
160020940,Scott,USA,9,5174,36.7,2074,2.5,74674,4146,326,4.6,43.5
160020948,Sedgwick,USA,9,477447,37.2,194334,2.5,69587,227215,18716,4.8,27.0
160020953,Seward,USA,9,21534,32.4,7492,2.9,61940,9326,1037,4.8,14.7
160020958,Shawnee,USA,9,165765,39.8,71282,2.3,68093,86538,8277,5.0,22.4
160020962,Sheridan,USA,9,2562,43,1141,2.2,65161,3607,138,4.7,56.0
160020966,Sherman,USA,9,6072,40.1,2695,2.3,57830,5558,393,4.7,25.6
160020969,Smith,USA,9,3528,47,1659,2.1,61478,6059,302,4.7,60.1
160020979,Stafford,USA,9,4324,40.5,1802,2.4,61642,4851,247,4.5,55.3
160020981,Stanton,USA,9,1770,43.1,798,2.2,49929,2079,90,4.7,36.8
160020988,Stevens,USA,9,5437,34.8,1939,2.8,72810,3891,303,4.6,39.9
160020996,Sumner,USA,9,21853,40,9160,2.4,62644,18352,922,4.4,64.9
160021010,Thomas,USA,9,7362,39,3241,2.3,64122,6221,650,5.0,37.6
160021018,Trego,USA,9,2799,45.1,1373,2,67491,3933,252,4.7,48.7
160021037,Wabaunsee,USA,9,6833,40.7,2731,2.5,63018,6518,265,4.1,82.5
160021040,Wallace,USA,9,1294,41.6,593,2.2,71694,1935,68,4.7,44.9
160021047,Washington,USA,9,5094,44,2336,2.2,59143,8065,402,4.6,74.5
160021066,Wichita,USA,9,2156,40,880,2.5,63640,2735,128,4.8,60.6
160021071,Wilson,USA,9,9310,40.5,3867,2.4,59365,8558,437,4.7,41.1
160021081,Woodson,USA,9,3378,43.2,1522,2.2,43587,4113,129,4.4,55.3
160021087,Wyandotte,USA,9,152216,36,59192,2.6,52612,63823,4583,4.7,24.8
160021602,Adair,USA,9,16434,41.5,7093,2.3,46448,14423,576,4.4,39.1
160021609,Allen,USA,9,20007,38.6,7701,2.6,53798,13105,524,4.2,40.3
160021612,Anderson,USA,9,21034,39.2,8594,2.4,62539,12392,524,4.0,34.6
160021620,Ballard,USA,9,7502,43,3221,2.3,60072,6115,286,4.3,43.0
160021622,Barren,USA,9,40731,39.8,16878,2.4,49264,26610,2014,4.7,33.7
160021624,Bath,USA,9,11415,40.1,4502,2.5,49729,8769,227,4.1,43.4
160021629,Bell,USA,9,25644,40.5,11044,2.3,35160,13080,676,4.5,27.9
160021638,Boone,USA,9,123825,37,45842,2.7,91072,41801,4079,5.1,22.2
160021640,Bourbon,USA,9,19348,41.1,8078,2.4,61846,9986,695,4.4,33.9
160021641,Boyd,USA,9,45227,41.1,19100,2.4,59470,20896,2429,5.0,18.3
160021642,Boyle,USA,9,25426,41.2,10829,2.3,62206,14964,1332,5.1,26.8
160021643,Bracken,USA,9,8398,39.2,3411,2.5,52873,6957,179,4.0,46.6
160021646,Breathitt,USA,9,12704,39.8,5332,2.4,40368,8999,348,4.4,40.3
160021647,Breckinridge,USA,9,18442,41.1,7460,2.5,54227,17427,506,4.2,54.9
160021655,Bullitt,USA,9,73937,39.2,28901,2.6,68839,36730,1705,4.2,34.3
160021658,Butler,USA,9,12628,40,5051,2.5,52721,8561,281,4.2,45.6
160021661,Caldwell,USA,9,12649,40.7,5295,2.4,57853,9379,502,4.5,38.0
160021664,Calloway,USA,9,32617,40.4,14728,2.2,53432,20809,1381,4.7,28.1
160021668,Campbell,USA,9,85205,39.5,35815,2.4,76254,36100,2532,4.5,22.6
160021670,Carlisle,USA,9,4691,41.6,1987,2.4,57250,4167,99,4.1,41.8
160021672,Carroll,USA,9,10139,37.8,3942,2.6,60196,5637,400,4.9,30.5
160021675,Carter,USA,9,25322,41.2,10448,2.4,46413,17329,665,4.4,41.1
160021678,Casey,USA,9,15061,41.5,6375,2.4,44755,14049,328,4.2,50.0
160021691,Christian,USA,9,64231,33.9,25084,2.6,53748,31208,2382,4.7,27.5
160021693,Clark,USA,9,34600,40.5,14160,2.4,65551,16993,1321,4.5,30.5
160021698,Clay,USA,9,19185,38.3,7705,2.5,38028,12335,376,4.2,40.0
160021700,Clinton,USA,9,9589,40.4,4017,2.4,43793,7736,280,4.6,29.8
160021708,Crittenden,USA,9,8938,40.8,3706,2.4,55482,7656,236,4.2,43.0
160021711,Cumberland,USA,9,6035,44.6,2705,2.2,44777,5643,185,4.4,41.8
160021721,Daviess,USA,9,95423,39,39435,2.4,64546,42523,3847,4.7,20.2
160021732,Edmonson,USA,9,12285,40.6,4876,2.5,52400,9875,301,4.0,53.5
160021733,Elliott,USA,9,6519,41.6,2635,2.5,37905,5773,41,4.2,43.9
160021736,Estill,USA,9,13014,41.8,5636,2.3,44198,9636,392,4.1,42.5
160021743,Fayette,USA,9,290876,37.1,126996,2.3,75059,137421,14717,4.9,19.4
160021745,Fleming,USA,9,14967,38.6,5840,2.6,54998,11559,405,4.2,47.8
160021747,Floyd,USA,9,35608,40.4,15077,2.4,42983,20507,1108,4.6,34.9
160021752,Franklin,USA,9,44924,41.9,20581,2.2,64704,23453,2333,5.2,22.5
160021757,Fulton,USA,9,5243,43.8,2463,2.1,41614,3933,318,4.6,47.8
160021759,Gallatin,USA,9,7729,37.8,2996,2.6,58248,5053,165,4.2,46.5
160021760,Garrard,USA,9,17436,40.1,6904,2.5,60854,11524,349,3.9,47.9
160021772,Grant,USA,9,23543,36.3,8624,2.7,58507,13460,612,4.1,44.7
160021774,Graves,USA,9,33453,40.6,14235,2.4,54172,25584,1134,4.3,40.8
160021776,Grayson,USA,9,23681,39.8,9591,2.5,48761,20601,854,4.4,46.2
160021777,Green,USA,9,10319,41.9,4464,2.3,50897,10549,328,4.0,44.8
160021783,Greenup,USA,9,34409,42.3,14041,2.5,62163,20373,944,4.2,33.5
160021793,Hancock,USA,9,8874,37.6,3363,2.6,58151,5602,178,4.6,38.9
160021798,Hardin,USA,9,99881,38,40803,2.4,65091,45879,4102,4.8,32.5
160021800,Harlan,USA,9,27062,39.4,11239,2.4,37022,13653,723,4.5,35.7
160021802,Harrison,USA,9,17694,39.6,7097,2.5,57615,11979,515,4.2,38.9
160021805,Hart,USA,9,18324,38.8,7333,2.5,47788,13397,535,4.3,52.5
160021810,Henderson,USA,9,42880,40.2,18646,2.3,56637,22747,1643,4.7,26.3
160021813,Henry,USA,9,15794,38.1,6088,2.6,58836,10851,307,4.0,45.6
160021817,Hickman,USA,9,4093,44.9,1877,2.2,46448,3907,121,4.4,40.3
160021822,Hopkins,USA,9,43838,40.5,18500,2.4,55916,26322,1762,4.6,30.2
160021829,Jackson,USA,9,13338,39.6,5435,2.5,41596,10728,168,4.1,45.2
160021835,Jefferson,USA,9,704327,39.5,308916,2.3,73024,341151,30823,4.8,24.6
160021836,Jessamine,USA,9,49144,38.3,18448,2.7,78040,20272,1576,4.4,26.0
160021838,Johnson,USA,9,20689,41.3,8744,2.4,48858,12023,678,4.4,32.0
160021842,Kenton,USA,9,153431,37.6,62804,2.4,75448,65574,4266,4.5,19.8
160021846,Knott,USA,9,14735,41.5,6150,2.4,43675,8392,287,4.3,40.5
160021847,Knox,USA,9,28861,39.6,12242,2.4,37029,18337,672,4.4,31.7
160021851,Larue,USA,9,13044,40.9,5455,2.4,54610,9676,543,4.1,46.0
160021853,Laurel,USA,9,56110,39.3,22890,2.5,50470,34447,2166,4.7,29.6
160021854,Lawrence,USA,9,15235,39.5,6249,2.4,46439,9029,365,4.3,46.6
160021856,Lee,USA,9,5687,43.8,2838,2,36917,5198,137,4.5,37.8
160021860,Leslie,USA,9,9752,41.8,4269,2.3,37629,7250,259,4.3,42.0
160021861,Letcher,USA,9,23520,40.9,10034,2.3,40948,12889,486,4.4,34.3
160021863,Lewis,USA,9,13646,39.3,5493,2.5,45148,11011,248,4.2,52.7
160021867,Lincoln,USA,9,24976,38.7,9755,2.6,49200,17422,487,4.0,43.2
160021870,Livingston,USA,9,9035,44.2,4010,2.3,55879,7868,278,4.3,59.3
160021871,Logan,USA,9,24630,41,10747,2.3,50659,17675,949,4.4,44.6
160021878,Lyon,USA,9,7024,45.9,3376,2.1,63831,6404,264,4.4,68.4
160021883,Madison,USA,9,77596,38.4,32929,2.4,60344,38988,3039,4.6,34.4
160021885,Magoffin,USA,9,12000,39.9,5056,2.4,40094,8294,204,4.2,47.1
160021888,Marion,USA,9,17426,39.8,7347,2.4,53642,11967,588,4.6,35.9
160021892,Marshall,USA,9,30756,42.3,13109,2.3,64942,22413,1074,4.4,42.6
160021894,Martin,USA,9,11456,36.5,4314,2.7,38572,5917,131,4.4,35.0
160021897,Mason,USA,9,15703,41.2,6701,2.3,58831,10332,829,4.9,34.5
160021901,Mccracken,USA,9,59644,41.9,27510,2.2,63366,34896,3849,5.0,21.3
160021902,Mccreary,USA,9,15720,38.5,6320,2.5,30932,9720,203,4.2,37.7
160021905,Mclean,USA,9,9202,40.8,3818,2.4,57388,7090,204,4.1,49.5
160021908,Meade,USA,9,28837,36.9,10756,2.7,64069,16014,651,3.9,51.8
160021912,Menifee,USA,9,6141,42.2,2537,2.4,45625,5475,105,4.1,51.2
160021913,Mercer,USA,9,20282,41,8606,2.4,59602,13485,686,4.3,37.2
160021915,Metcalfe,USA,9,9576,40,3916,2.4,44954,8415,244,4.2,40.3
160021921,Monroe,USA,9,10027,41.6,4371,2.3,50372,9555,418,4.3,42.0
160021924,Montgomery,USA,9,26227,38.9,10377,2.5,55036,13341,992,4.6,34.3
160021930,Morgan,USA,9,12500,39.7,4929,2.5,46041,9830,346,4.3,48.1
160021933,Muhlenberg,USA,9,27302,41.6,11403,2.4,52214,18313,857,4.4,38.5
160021936,Nelson,USA,9,43660,38.8,17283,2.5,67951,25004,1418,4.4,41.1
160021940,Nicholas,USA,9,7142,38.8,2751,2.6,53396,5268,183,4.0,43.6
160021949,Ohio,USA,9,22996,38.7,9020,2.5,52731,14012,572,4.4,41.6
160021951,Oldham,USA,9,57409,37.9,20383,2.8,114966,23931,1452,4.1,37.0
160021956,Owen,USA,9,10116,38.4,3942,2.6,58093,8643,182,4.1,54.9
160021957,Owsley,USA,9,4134,39.9,1693,2.4,37835,4134,29,4.3,31.5
160021964,Pendleton,USA,9,13409,39.7,5235,2.6,61472,10076,291,4.0,52.9
160021967,Perry,USA,9,27103,39.3,11021,2.5,46779,15186,1012,4.8,29.3
160021971,Pike,USA,9,60652,40.5,25778,2.4,47233,31294,2085,4.7,37.1
160021980,Powell,USA,9,12243,38.5,4868,2.5,47641,7574,375,4.1,46.7
160021987,Pulaski,USA,9,60728,41.1,25687,2.4,48389,42085,2595,4.7,27.3
160022004,Robertson,USA,9,2013,43.2,938,2.1,49974,2101,30,4.0,76.5
160022008,Rockcastle,USA,9,16098,40.1,6546,2.5,50397,12218,288,4.2,45.8
160022011,Rowan,USA,9,20041,38.5,8732,2.3,50964,12287,963,5.0,36.9
160022013,Russell,USA,9,16663,41.5,7167,2.3,45744,13996,653,4.6,32.8
160022022,Scott,USA,9,51623,36.8,19634,2.6,79244,19722,1569,4.8,29.3
160022025,Shelby,USA,9,42261,38.7,16258,2.6,83244,19655,1403,4.4,42.0
160022028,Simpson,USA,9,16513,39.3,6873,2.4,57772,10103,785,4.7,27.2
160022032,Spencer,USA,9,18438,38.1,6652,2.8,82590,9612,263,3.7,51.4
160022048,Taylor,USA,9,22114,41.4,9640,2.3,48556,14793,1041,4.8,24.9
160022051,Todd,USA,9,11639,38.2,4583,2.5,49072,8842,269,4.2,43.9
160022053,Trigg,USA,9,14305,42.9,5980,2.4,60934,10814,458,4.3,41.5
160022054,Trimble,USA,9,8580,39.8,3598,2.4,62438,6495,139,4.0,44.1
160022060,Union,USA,9,13342,38.7,5516,2.4,57056,9160,459,4.6,34.5
160022071,Warren,USA,9,114193,36.6,46259,2.5,66164,43230,5148,4.8,24.4
160022072,Washington,USA,9,10702,41,4495,2.4,57332,8590,312,4.3,46.3
160022078,Wayne,USA,9,18214,42.3,7979,2.3,41822,15659,444,4.4,36.9
160022084,Webster,USA,9,12563,39.1,5072,2.5,50604,9513,316,4.3,43.9
160022088,Whitley,USA,9,31995,39.1,12553,2.5,49732,19451,1072,4.6,34.6
160022097,Wolfe,USA,9,6482,42,2850,2.3,33744,6156,99,4.3,43.9
160022099,Woodford,USA,9,24660,40.7,10027,2.5,75461,11779,941,4.5,29.4
160021096,Acadia,USA,9,57914,37,22623,2.6,57316,30993,1765,4.2,47.0
160021097,Allen,USA,9,19386,38.2,7815,2.5,54792,11887,544,4.5,68.1
160021098,Ascension,USA,9,110688,36.1,41698,2.7,86883,46592,3697,4.4,38.3
160021099,Assumption,USA,9,21312,39.8,8678,2.5,64263,11763,370,3.9,58.3
160021100,Avoyelles,USA,9,35851,39.6,14910,2.4,52591,23604,1284,4.3,53.3
160021101,Beauregard,USA,9,34391,37.6,13304,2.6,62333,18725,998,4.2,63.3
160021102,Bienville,USA,9,13065,41.9,5839,2.2,49125,8472,392,4.4,63.7
160021103,Bossier,USA,9,116585,37.2,48002,2.4,68021,45453,4138,4.5,31.8
160021104,Caddo,USA,9,220909,39.5,96890,2.3,61080,95991,11859,4.7,25.8
160021105,Calcasieu,USA,9,186722,37.9,76956,2.4,65828,83455,8316,4.7,28.0
160021106,Caldwell,USA,9,8487,41.1,3665,2.3,48918,4240,261,4.3,50.3
160021107,Cameron,USA,9,7269,38.6,2679,2.7,80255,5127,194,4.5,87.8
160021108,Catahoula,USA,9,9184,39.1,3743,2.5,55618,6242,298,4.3,74.5
160021109,Claiborne,USA,9,13799,39.8,5978,2.3,41811,9675,422,4.3,51.3
160021110,Concordia,USA,9,17601,39.6,7426,2.4,44833,9737,603,4.5,49.2
160021111,De Soto,USA,9,24988,39.5,10323,2.4,59316,15737,638,4.3,58.9
160021112,East Baton Rouge,USA,9,384046,38.2,166545,2.3,74050,169011,22193,4.9,25.6
160021113,East Carroll,USA,9,5709,38.1,2417,2.4,33065,3550,229,4.5,32.7
160021114,East Feliciana,USA,9,15746,41.7,6807,2.3,57321,9681,379,4.1,60.3
160021115,Evangeline,USA,9,28811,38.5,11914,2.4,49152,18634,1018,4.3,54.0
160021116,Franklin,USA,9,18405,39.6,7619,2.4,48542,11157,690,4.4,52.8
160021117,Grant,USA,9,16340,41.2,7266,2.2,52456,10595,255,3.9,62.8
160021118,Iberia,USA,9,67372,37.9,26392,2.6,60243,33598,2854,4.6,29.3
160021119,Iberville,USA,9,28114,38.7,11130,2.5,60014,14543,908,4.7,43.1
160021120,Jackson,USA,9,14635,40.8,6022,2.4,51778,8624,464,4.2,49.4
160021121,Jefferson,USA,9,395279,40.3,168315,2.3,69747,168378,19520,4.6,23.6
160021122,Jefferson Davis,USA,9,29011,38.2,11418,2.5,60788,17170,1040,4.3,57.3
160021123,La Salle,USA,9,12525,39.1,5041,2.5,52369,8318,328,4.5,58.9
160021124,Lafayette,USA,9,213242,37,89399,2.4,76715,90203,12358,5.0,25.9
160021125,Lafourche,USA,9,91233,38.6,36020,2.5,67672,43187,2791,4.4,52.4
160021126,Lincoln,USA,9,41646,35.3,17345,2.4,58325,19444,1788,4.7,29.3
160021127,Livingston,USA,9,128390,36.8,48380,2.7,73513,56334,3078,4.0,43.8
160021128,Madison,USA,9,9429,37.8,4065,2.3,39854,5290,345,4.5,42.5
160021129,Morehouse,USA,9,22805,40.5,10057,2.3,44956,12513,905,4.3,35.4
160021130,Natchitoches,USA,9,30881,40,14530,2.1,46837,18971,1429,4.6,42.2
160021131,Orleans,USA,9,317741,39.4,154632,2.1,65140,125969,17087,4.9,18.3
160021132,Ouachita,USA,9,135947,37.6,56621,2.4,59270,59131,7671,4.7,25.7
160021133,Plaquemines,USA,9,23436,37.4,8730,2.7,69166,10118,798,5.0,52.6
160021134,Pointe Coupee,USA,9,20426,41.6,8778,2.3,62806,13168,636,4.2,53.6
160021135,Rapides,USA,9,116810,38.9,47992,2.4,59719,57308,5642,4.7,33.9
160021136,Red River,USA,9,7674,41.3,3372,2.3,61821,4865,231,4.4,59.8
160021137,Richland,USA,9,18332,39.5,7486,2.4,50717,10808,667,4.5,49.3
160021138,Sabine,USA,9,21473,41.3,9154,2.3,58665,16701,732,4.4,66.6
160021139,St. Bernard,USA,9,38089,36.6,14760,2.6,56767,16342,1135,4.2,21.7
160021140,St. Charles,USA,9,50027,37.9,18821,2.7,81316,20760,1392,4.6,30.6
160021141,St. Helena,USA,9,9950,39.1,3981,2.5,48083,6789,129,3.9,77.0
160021142,St. James,USA,9,19767,39.8,7867,2.5,68724,10371,475,4.5,38.0
